113.352262, 23.158544
113.352262, 23.158544
113.352261, 23.158546
113.352263, 23.158546
113.352268, 23.158561
113.35227, 23.15856
113.35227, 23.15856
113.35227, 23.15856
113.35227, 23.15856
113.352273, 23.158578
113.352292, 23.158585
113.352297, 23.158595
113.352308, 23.158589
113.352383, 23.15864
113.352539, 23.158737
113.352534, 23.158834
113.352517, 23.158917
113.352538, 23.15923
113.35256, 23.159291
113.352573, 23.159387
113.352567, 23.159469
113.352561, 23.159568
113.352577, 23.159682
113.352593, 23.159793
113.35254, 23.159858
113.352539, 23.159955
113.352513, 23.160004
113.352529, 23.160103
113.352571, 23.160187
113.352521, 23.160308
113.352524, 23.160424
113.352535, 23.160447
113.352538, 23.160464
113.352538, 23.160467
113.352537, 23.160467
113.352537, 23.160467
113.352533, 23.16046
113.352535, 23.160463
113.352539, 23.160476
113.352537, 23.16042
113.352547, 23.160303
113.352555, 23.16018
113.352528, 23.160085
113.35255, 23.160007
113.352547, 23.159925
113.352539, 23.159844
113.352566, 23.15974
113.35258, 23.159632
113.352543, 23.159535
113.352568, 23.159451
113.352578, 23.159387
113.352579, 23.159387
113.352575, 23.159385
113.352568, 23.159372
113.352468, 23.159387
113.352448, 23.159386
113.352448, 23.159386
113.352448, 23.159385
113.352415, 23.159352
113.352356, 23.159371
113.352288, 23.159401
113.352234, 23.159434
113.352099, 23.159441
113.351993, 23.159434
113.351888, 23.159443
113.351821, 23.159438
113.351749, 23.159418
113.351647, 23.159401
113.351542, 23.159409
113.351475, 23.159442
113.351474, 23.159446
113.351474, 23.159446
113.351447, 23.159437
113.351343, 23.159434
113.351224, 23.159432
113.351104, 23.159435
113.350989, 23.159437
113.350894, 23.159409
113.350776, 23.159387
113.350211, 23.159707
113.350212, 23.1597
113.350176, 23.159701
113.350181, 23.159702
113.350109, 23.159712
113.349996, 23.15974
113.349951, 23.159771
113.349905, 23.159769
113.349771, 23.159783
113.349659, 23.159806
113.349625, 23.159833
113.349551, 23.159807
113.349511, 23.159794
